,,,,Normalized abundance,,,,,,,,,,,,
AT3G61260.1,2,51.41,| Symbols:  | Remorin family protein | chr3:22675403-22676701 REVERSE LENGTH=212,10305,14578,36375,92207,93570,78332,165341,142486,175344,4.31,7.89,0.0041,0.0004
AT3G10520.1,1,16.46,"| Symbols: AHB2, GLB2, ARATH GLB2, NSHB2, ATGLB2, HB2 | haemoglobin 2 | chr3:3276516-3277765 REVERSE LENGTH=158",13661,10286,8453,48913,43548,46451,92574,100174,95304,4.29,8.89,0.0001,0.0000
AT1G79720.1,1,42.21,| Symbols:  | Eukaryotic aspartyl protease family protein | chr1:29997259-29998951 REVERSE LENGTH=484,10351,6867,3423,25453,31037,31603,17707,15362,17574,4.27,2.45,0.0013,0.0259
AT1G76450.1,2,133.18,| Symbols:  | Photosystem II reaction center PsbP family protein | chr1:28684618-28686109 FORWARD LENGTH=247,10377,5126,9337,38431,33666,31793,114382,113799,115801,4.18,13.85,0.0006,0.0000
AT3G53970.1,1,37.04,| Symbols:  | proteasome inhibitor-related | chr3:19985208-19987132 FORWARD LENGTH=302,5877,3458,5635,21567,18068,20142,45148,43860,43638,3.99,8.86,0.0004,0.0000
AT3G14990.1,1,54.02,| Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr3:5047510-5049621 FORWARD LENGTH=392,10440,4151,1067,20005,21121,20023,79551,76457,77683,3.91,14.93,0.0297,0.0006
AT4G24620.1,1,27.4,"| Symbols: PGI1, PGI | phosphoglucose isomerase 1 | chr4:12708972-12712610 REVERSE LENGTH=613",15224,8172,13083,48107,45486,47012,87384,82635,88067,3.85,7.07,0.0014,0.0000
AT2G14610.1,2,70.54,"| Symbols: PR1, PR 1, ATPR1 | pathogenesis-related gene 1 | chr2:6241944-6242429 REVERSE LENGTH=161",108280,100459,104400,402624,377050,410831,1537408,1532771,1513669,3.80,14.64,0.0008,0.0000
AT1G18170.1,2,81.75,| Symbols:  | FKBP-like peptidyl-prolyl cis-trans isomerase family protein | chr1:6254291-6255507 FORWARD LENGTH=247,12565,7210,6006,32522,32438,32204,119342,127796,122671,3.77,14.34,0.0070,0.0000
AT1G33590.1,1,26.25,| Symbols:  | Leucine-rich repeat (LRR) family protein | chr1:12177788-12179221 FORWARD LENGTH=477,2677,1543,742,6502,6164,5920,15565,12340,14221,3.75,8.49,0.0100,0.0010
AT1G60690.1;AT1G60680.1,2,61.86,| Symbols:  | NAD(P)-linked oxidoreductase superfamily protein | chr1:22349892-22351668 REVERSE LENGTH=345,9721,3046,5130,22366,23893,19830,46982,48143,40249,3.69,7.56,0.0045,0.0003
AT4G03520.1,5,159.24,| Symbols: ATHM2 | Thioredoxin superfamily protein | chr4:1562585-1564055 REVERSE LENGTH=186,239235,324243,267317,982506,1038594,1020955,4139200,4249806,4026635,3.66,14.94,0.0001,0.0000
AT3G45300.1,1,71.19,"| Symbols: IVD, ATIVD, IVDH | isovaleryl-CoA-dehydrogenase | chr3:16621659-16624848 REVERSE LENGTH=409",29303,48309,99764,221834,220327,200838,173308,174744,167558,3.63,2.91,0.0117,0.0319
AT5G22450.1,1,15.52,| Symbols:  | unknown protein; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G19390.1); Has 30201 Blast hits to 17322 proteins in ,19453,25730,27575,86616,86106,90646,81717,79868,88721,3.62,3.44,0.0001,0.0001
AT4G30270.1,1,46.23,"| Symbols: MERI5B, MERI-5, XTH24, SEN4 | xyloglucan endotransglucosylase/hydrolase 24 | chr4:14819445-14820448 REVERSE LENGTH=269",34984,33933,40700,138453,120909,131406,191349,201994,196787,3.56,5.38,0.0009,0.0000
AT4G22470.1,1,26.98,| Symbols:  | protease inhibitor/seed storage/lipid transfer protein (LTP) family protein | chr4:11840316-11841443 REVERSE LENGTH=375,1983,1003,1632,5877,4758,5559,24674,24194,22482,3.51,15.45,0.0010,0.0002
AT2G39020.1,1,17.53,| Symbols:  | Acyl-CoA N-acyltransferases (NAT) superfamily protein | chr2:16295392-16296102 FORWARD LENGTH=236,5191,3234,4141,13148,16396,14084,24757,27263,27167,3.47,6.30,0.0020,0.0001
AT2G40290.1,1,46.14,| Symbols:  | Eukaryotic translation initiation factor 2 subunit 1 | chr2:16829030-16830889 REVERSE LENGTH=344,8158,5007,5711,19931,22583,21243,33899,29554,29594,3.38,4.93,0.0003,0.0003
AT4G03280.1,2,85.46,"| Symbols: PETC, PGR1 | photosynthetic electron transfer C | chr4:1440314-1441717 FORWARD LENGTH=229",5481,2491,6101,16584,17956,12968,96726,90882,94195,3.38,20.02,0.0049,0.0000
AT3G51730.1,2,131.02,| Symbols:  | saposin B domain-containing protein | chr3:19186970-19188436 FORWARD LENGTH=213,2441,4722,4388,13425,13010,12389,88038,76644,73387,3.36,20.61,0.0022,0.0028
AT5G58140.1,1,26.01,"| Symbols: PHOT2, NPL1 | phototropin 2 | chr5:23524771-23529993 FORWARD LENGTH=915",924,1606,1607,5777,4326,3778,11587,9906,12696,3.36,8.26,0.0211,0.0040
AT5G43790.1,1,16.82,| Symbols:  | Pentatricopeptide repeat (PPR) superfamily protein | chr5:17592099-17593481 REVERSE LENGTH=460,3359,2504,5040,19926,11429,4399,210418,39642,32840,3.28,25.95,0.2037,0.2590
AT1G36280.1,1,15.1,| Symbols:  | L-Aspartase-like family protein | chr1:13640600-13642908 FORWARD LENGTH=527,6074,4205,3199,14720,12048,16536,4759,6703,5647,3.21,1.27,0.0051,0.3069
AT3G11630.1,2,470.31,| Symbols:  | Thioredoxin superfamily protein | chr3:3672189-3673937 FORWARD LENGTH=266,325951,232590,181522,842529,792313,689847,1745951,1592630,1854191,3.14,7.02,0.0010,0.0003
AT3G13190.1,1,21.33,| Symbols:  | Plant protein of unknown function (DUF827) | chr3:4240751-4241804 FORWARD LENGTH=316,35159,33441,15898,82438,93164,89229,67746,63579,57804,3.13,2.24,0.0033,0.0164
AT1G65840.1,1,17,"| Symbols: ATPAO4, PAO4 | polyamine oxidase 4 | chr1:24490173-24492728 FORWARD LENGTH=497",27656,34626,25226,79296,119733,73043,61501,43471,54198,3.11,1.82,0.0477,0.0265
AT3G59770.1,1,19.31,| Symbols: SAC9 | sacI homology domain-containing protein / WW domain-containing protein | chr3:22079281-22085674 REVERSE LENGTH=1630,738005,317301,203424,1301764,1317424,1246944,721450,646428,974465,3.07,1.86,0.0314,0.1455
AT2G24270.1,2,102.88,| Symbols: ALDH11A3 | aldehyde dehydrogenase 11A3 | chr2:10327325-10329601 REVERSE LENGTH=496,15304,11472,6255,35230,31275,33630,55477,50221,53882,3.03,4.83,0.0060,0.0005
AT1G75330.1,1,35.48,| Symbols: OTC | ornithine carbamoyltransferase | chr1:28266457-28268383 REVERSE LENGTH=375,1492,7290,3171,12373,11419,11763,15183,15796,15256,2.97,3.87,0.0416,0.0209
AT1G76680.1;AT1G76690.1,3,110.2,"| Symbols: OPR1, ATOPR1 | 12-oxophytodienoate reductase 1 | chr1:28776982-28778271 FORWARD LENGTH=372",32835,21779,26897,78329,82762,80881,201501,191573,181126,2.97,7.04,0.0012,0.0001
AT5G60360.1,1,47.14,"| Symbols: SAG2, AALP, ALP | aleurain-like protease | chr5:24280044-24282152 FORWARD LENGTH=358",6507,3277,2635,13588,11700,11368,38322,33171,45349,2.95,9.41,0.0083,0.0056
AT2G31670.1,1,29.41,| Symbols:  | Stress responsive alpha-beta barrel domain protein | chr2:13472699-13473490 REVERSE LENGTH=263,4225,2764,2369,10405,8167,8955,22333,22332,23332,2.94,7.27,0.0024,0.0000
AT3G04790.1,1,72.07,"| Symbols:  | Ribose 5-phosphate isomerase, type A protein | chr3:1313365-1314195 FORWARD LENGTH=276",37567,17692,10824,63654,70166,57610,192599,175516,191745,2.90,8.47,0.0209,0.0002
AT3G49170.1,1,16.33,| Symbols: EMB2261 | Tetratricopeptide repeat (TPR)-like superfamily protein | chr3:18226954-18229600 REVERSE LENGTH=850,7902,2999,4836,26234,11118,7275,83064,33973,38733,2.84,9.90,0.2340,0.0950
AT5G42765.1,1,38.91,"| Symbols:  | INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Twin-arginine translocation",3712,2883,3505,8110,9836,10293,21033,21116,19815,2.80,6.14,0.0061,0.0000
AT3G51660.1,1,37.61,| Symbols:  | Tautomerase/MIF superfamily protein | chr3:19164229-19165076 REVERSE LENGTH=112,2151,2274,1787,4030,6757,6353,37867,40628,37186,2.76,18.62,0.0468,0.0007
AT1G12250.1,1,28.43,| Symbols:  | Pentapeptide repeat-containing protein | chr1:4159287-4161269 FORWARD LENGTH=280,3474,1285,1988,7404,6285,4633,20087,17023,16476,2.72,7.94,0.0219,0.0009
AT1G01080.1,1,49.81,| Symbols:  | RNA-binding (RRM/RBD/RNP motifs) family protein | chr1:45503-46789 REVERSE LENGTH=293,8444,6668,4496,17823,20019,15321,38785,41224,34392,2.71,5.83,0.0036,0.0006
AT5G65620.1;AT5G10540.1,3,98.65,| Symbols:  | Zincin-like metalloproteases family protein | chr5:26221951-26225784 FORWARD LENGTH=791,28163,14102,11290,46928,48124,44607,81649,78623,85221,2.61,4.58,0.0277,0.0030
AT2G38870.1,3,183.86,"| Symbols:  | Serine protease inhibitor, potato inhibitor I-type family protein | chr2:16236546-16237050 REVERSE LENGTH=70",143745,114321,46720,238259,274590,273283,510916,498655,549678,2.58,5.12,0.0187,0.0009
AT3G48000.1,1,42.27,"| Symbols: ALDH2B4, ALDH2, ALDH2A | aldehyde dehydrogenase 2B4 | chr3:17717082-17719843 REVERSE LENGTH=538",13165,3828,4490,18545,17933,17501,35120,34902,32364,2.51,4.77,0.0678,0.0080
AT3G63140.1,2,66.46,| Symbols: CSP41A | chloroplast stem-loop binding protein of  41 kDa | chr3:23327006-23328620 REVERSE LENGTH=406,24839,16732,24735,56269,51178,57925,60368,59453,62344,2.49,2.75,0.0009,0.0025
AT3G10920.1,1,59,"| Symbols: MSD1, MEE33, ATMSD1 | manganese superoxide dismutase 1 | chr3:3418015-3419581 FORWARD LENGTH=231",35250,13225,32773,72801,65009,62439,118953,114049,113258,2.46,4.26,0.0168,0.0041
AT4G07400.1,1,18.75,| Symbols: VFB3 | VIER F-box proteine 3 | chr4:4197847-4199511 REVERSE LENGTH=554,19271,22785,11127,45799,56059,28265,815052,602596,751719,2.45,40.79,0.0705,0.0077
AT2G28190.1,2,181.45,"| Symbols: CSD2, CZSOD2 | copper/zinc superoxide dismutase 2 | chr2:12014548-12016303 FORWARD LENGTH=216",68344,49030,38056,133022,128617,114385,291958,260336,279387,2.42,5.35,0.0040,0.0001
AT4G34050.1;AT4G34050.2,2,51.68,| Symbols: CCoAOMT1 | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:16310844-16311973 FORWARD LENGTH=259,139725,127529,125154,318721,306004,310226,235715,225948,237231,2.38,1.78,0.0000,0.0001
AT5G51720.1,1,35.38,"| Symbols:  | 2 iron, 2 sulfur cluster binding | chr5:21009645-21010227 FORWARD LENGTH=108",2136,722,901,2572,3284,2953,8393,9162,8861,2.34,7.03,0.0455,0.0007
AT2G43620.1,4,98.01,| Symbols:  | Chitinase family protein | chr2:18093954-18095025 REVERSE LENGTH=283,46167,47443,55520,120832,123461,104903,115464,108420,108210,2.34,2.23,0.0021,0.0001
AT5G60600.1,1,56.03,"| Symbols: GCPE, ISPG, CSB3, CLB4, HDS | 4-hydroxy-3-methylbut-2-enyl diphosphate synthase | chr5:24359447-24363274 FORWARD LENGTH=741",1339,646,291,2600,1636,1056,7710,7466,6604,2.32,9.57,0.1485,0.0001
AT1G60950.1,3,289.4,"| Symbols: FED A, ATFD2 | 2Fe-2S ferredoxin-like superfamily protein | chr1:22444565-22445011 FORWARD LENGTH=148",47393,55885,68276,148344,156989,93371,2818419,2116813,2953057,2.32,45.98,0.0525,0.0100
AT1G50320.1,2,128.2,"| Symbols: ATHX, ATX, THX | thioredoxin X | chr1:18638606-18639464 REVERSE LENGTH=182",66242,45803,40322,124369,115639,112417,498492,475151,457904,2.31,9.40,0.0059,0.0000
AT1G61820.1;AT1G61820.3,6,299.03,| Symbols: BGLU46 | beta glucosidase 46 | chr1:22835452-22838444 FORWARD LENGTH=516,125005,110289,111667,275843,266468,259554,467263,435169,435889,2.31,3.86,0.0000,0.0002
AT4G15940.1;AT3G16700.1,2,38.55,| Symbols:  | Fumarylacetoacetate (FAA) hydrolase family | chr4:9038361-9040163 FORWARD LENGTH=222,6199,7860,7765,18376,17553,14413,42129,38938,36797,2.31,5.40,0.0072,0.0009
AT5G01600.1,2,61.73,"| Symbols: ATFER1, FER1 | ferretin 1 | chr5:228149-229594 REVERSE LENGTH=255",10935,9012,8775,22070,21615,21234,65409,57648,63147,2.26,6.48,0.0013,0.0009
AT4G20860.1;AT5G44360.1,5,223.7,| Symbols:  | FAD-binding Berberine family protein | chr4:11172726-11174318 FORWARD LENGTH=530,43735,42076,73388,121138,110481,116914,406751,393001,409496,2.19,7.60,0.0180,0.0001
AT2G37130.1,2,78.31,| Symbols:  | Peroxidase superfamily protein | chr2:15598225-15600004 REVERSE LENGTH=327,37037,21174,19785,60197,54688,55320,37490,33088,33438,2.18,1.33,0.0227,0.2542
AT3G25770.1,1,39.57,| Symbols: AOC2 | allene oxide cyclase 2 | chr3:9406975-9407839 FORWARD LENGTH=253,24467,22123,36113,58082,57122,62416,98833,94723,101778,2.15,3.57,0.0105,0.0009
AT3G49910.1,1,17.1,| Symbols:  | Translation protein SH3-like family protein | chr3:18504311-18504751 FORWARD LENGTH=146,4978,662,1099,4640,4830,4944,7892,7084,7084,2.14,3.27,0.2027,0.0602
AT2G33180.1,1,59.91,| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast stroma; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 57 Blast hits to 57 proteins,15430,9734,4102,19697,21263,20742,48947,43087,42275,2.11,4.59,0.0778,0.0017
AT3G14310.1,1,25.33,"| Symbols: ATPME3, PME3 | pectin methylesterase 3 | chr3:4772214-4775095 REVERSE LENGTH=592",9372,13688,21258,42830,19458,30814,53200,54301,63038,2.10,3.85,0.1218,0.0009
AT3G14067.1,4,254.72,| Symbols:  | Subtilase family protein | chr3:4658421-4660754 REVERSE LENGTH=777,110190,80900,84384,203915,179288,187420,452257,464154,451823,2.07,4.97,0.0014,0.0001
AT5G49910.1,3,314.08,"| Symbols: CPHSC70-2EAT SHOCK PROTEIN 70-2, HSC70-7, cpHsc70-2 | chloroplast heat shock protein 70-2 | chr5:20303470-20306295 FORWARD LENGTH=718",47971,56995,61786,114790,120350,108785,295283,285450,286504,2.06,5.20,0.0004,0.0000
AT3G45780.1,1,15.44,"| Symbols: PHOT1, NPH1, JK224, RPT1 | phototropin 1 | chr3:16818557-16823960 FORWARD LENGTH=996",94723,192577,189162,322246,323882,335971,380118,352687,328814,2.06,2.23,0.0324,0.0138
AT2G21170.1;AT2G21170.2,5,264.62,"| Symbols: TIM, PDTPI | triosephosphate isomerase | chr2:9071047-9073106 REVERSE LENGTH=315",395456,310526,355525,749799,719090,716040,840015,785928,825527,2.06,2.31,0.0012,0.0002
AT1G18210.1,7,410.69,| Symbols:  | Calcium-binding EF-hand family protein | chr1:6268273-6268785 REVERSE LENGTH=170,101370,107624,93247,210429,212948,197853,579796,576265,619971,2.06,5.88,0.0001,0.0003
AT2G30200.1,1,59.4,| Symbols:  | catalytics;transferases;[acyl-carrier-protein] S-malonyltransferases;binding | chr2:12883162-12885482 REVERSE LENGTH=393,2527,8018,12261,19761,12485,14468,12811,16328,19664,2.05,2.14,0.0930,0.0727
AT1G03680.1,8,331.15,"| Symbols: ATHM1, TRX-M1, ATM1, THM1 | thioredoxin M-type 1 | chr1:916990-917865 REVERSE LENGTH=179",819687,1479162,1375105,2642506,2516021,2310353,11656819,12074586,11186431,2.03,9.50,0.0129,0.0000
AT4G36760.1,1,46.53,"| Symbols: ATAPP1, APP1 | aminopeptidase P1 | chr4:17326688-17329979 FORWARD LENGTH=645",1169,4447,2533,4957,5538,6030,15043,18389,17040,2.03,6.19,0.0872,0.0005
AT4G04620.1,1,27.71,| Symbols: ATG8B | Ubiquitin-like superfamily protein | chr4:2328663-2329926 REVERSE LENGTH=122,0,887,2797,2650,2631,2134,10260,10019,10738,2.01,8.42,0.2686,0.0055
AT3G57530.1,1,17.42,"| Symbols: CPK32, ATCPK32, CDPK32 | calcium-dependent protein kinase 32 | chr3:21296898-21299351 REVERSE LENGTH=538",866,707,3703,3558,3041,4019,10312,8896,9950,2.01,5.53,0.2026,0.0067
AT1G55480.1,3,110.61,"| Symbols: ZKT | protein containing PDZ domain, a K-box domain, and a TPR region | chr1:20713822-20715351 FORWARD LENGTH=335",92104,255524,159589,340604,365230,305962,910646,897828,923091,1.99,5.39,0.0575,0.0034
AT3G44310.1;AT3G44310.2;AT3G44320.1,2,151.29,"| Symbols: NIT1, ATNIT1, NITI | nitrilase 1 | chr3:15986901-15988841 FORWARD LENGTH=346",97616,65922,81829,181264,163415,144126,372827,344214,350288,1.99,4.35,0.0049,0.0000
AT3G42050.1,1,15.84,| Symbols:  | vacuolar ATP synthase subunit H family protein | chr3:14228846-14232228 REVERSE LENGTH=441,675,514,2843,2924,2081,3025,879,4468,3996,1.99,2.32,0.2108,0.2704
AT4G09650.1,1,19.53,| Symbols: ATPD | ATP synthase delta-subunit gene | chr4:6100799-6101503 FORWARD LENGTH=234,7573,2359,6149,11689,11155,9071,21048,18493,17527,1.98,3.55,0.0572,0.0031
AT1G43560.1;AT1G76760.1,3,77.51,"| Symbols: Aty2, ty2 | thioredoxin Y2 | chr1:16398359-16399828 REVERSE LENGTH=167",109443,143560,129276,259964,249469,220801,542679,486907,499509,1.91,4.00,0.0018,0.0002
AT1G04410.1;AT5G43330.1,5,205.1,| Symbols:  | Lactate/malate dehydrogenase family protein | chr1:1189418-1191267 REVERSE LENGTH=332,206590,191276,165501,369317,372444,333545,728999,676833,660909,1.91,3.67,0.0006,0.0001
AT5G28050.1,1,26.62,| Symbols:  | Cytidine/deoxycytidylate deaminase family protein | chr5:10044209-10045755 REVERSE LENGTH=185,2598,2410,2297,5439,5479,3019,34193,36403,33544,1.91,14.25,0.1112,0.0006
AT4G33010.1;AT4G33010.2,1,129.71,"| Symbols: AtGLDP1, GLDP1 | glycine decarboxylase P-protein 1 | chr4:15926852-15931150 REVERSE LENGTH=1037",77934,39035,67905,119853,113143,114205,170565,154972,170509,1.88,2.68,0.0398,0.0052
AT4G26910.1,1,23.02,| Symbols:  | Dihydrolipoamide succinyltransferase | chr4:13520127-13522889 REVERSE LENGTH=464,133329,201564,201845,323839,328905,348796,182926,176184,170755,1.87,0.99,0.0138,0.9295
AT5G66530.1,3,134.44,| Symbols:  | Galactose mutarotase-like superfamily protein | chr5:26553821-26555575 REVERSE LENGTH=307,88566,71842,74433,145245,135641,146734,247574,244494,248804,1.82,3.15,0.0010,0.0005
AT1G29900.1,1,41.08,| Symbols: CARB | carbamoyl phosphate synthetase B | chr1:10468164-10471976 FORWARD LENGTH=1187,64028,49200,50944,96180,98521,103211,57138,62669,61613,1.81,1.11,0.0044,0.3458
AT2G29450.1,2,107.83,"| Symbols: ATGSTU5, ATGSTU1, AT103-1A, GSTU5 | glutathione S-transferase tau  5 | chr2:12624774-12625566 REVERSE LENGTH=224",52226,35357,47879,83864,78537,81685,161591,157062,156845,1.80,3.51,0.0130,0.0009
AT1G29660.1,5,330.13,| Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10371955-10373624 FORWARD LENGTH=364,412610,252777,349100,647802,606424,567249,545634,499702,497748,1.80,1.52,0.0147,0.0511
AT4G25100.1,2,74.19,"| Symbols: FSD1, ATFSD1 | Fe superoxide dismutase 1 | chr4:12884649-12886501 REVERSE LENGTH=212",183544,66145,41289,176992,187765,155149,223706,201692,239827,1.79,2.29,0.2204,0.0967
AT1G21670.1,2,60.81,"| Symbols:  | LOCATED IN: cell wall, plant-type cell wall; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: WD40-like Beta Propeller (InterPro:IPR011659), Six-bladed beta-propeller, TolB-like (InterP",12364,10839,10539,20823,19197,19643,28646,29158,29531,1.77,2.59,0.0004,0.0002
AT2G41100.1,1,39.13,"| Symbols: TCH3, ATCAL4 | Calcium-binding EF hand family protein | chr2:17138131-17139406 FORWARD LENGTH=324",29253,12035,13368,31034,34263,31301,292470,300059,321988,1.77,16.73,0.1228,0.0000
AT3G62120.1,1,30.61,| Symbols:  | Class II aaRS and biotin synthetases superfamily protein | chr3:23001227-23003849 REVERSE LENGTH=530,14690,3881,8710,16401,15035,16654,17673,18387,23782,1.76,2.19,0.1536,0.0525
AT5G14740.2;AT5G14740.1,5,606.89,"| Symbols: CA2, CA18, BETA CA2 | carbonic anhydrase 2 | chr5:4760536-4762382 FORWARD LENGTH=259",295891,268065,288724,479908,457208,491310,1178165,1160215,1228141,1.68,4.18,0.0002,0.0001
AT1G54270.1,6,291.84,| Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412,275539,233431,269707,434554,417546,435871,383702,397709,389989,1.65,1.50,0.0019,0.0061
AT2G38540.1,1,29.64,"| Symbols: LP1, LTP1, ATLTP1 | lipid transfer protein 1 | chr2:16130418-16130893 FORWARD LENGTH=118",133483,83322,95993,176938,177144,162531,245710,255598,231292,1.65,2.34,0.0357,0.0043
AT1G65130.1,1,18.48,| Symbols:  | Ubiquitin carboxyl-terminal hydrolase-related protein | chr1:24196472-24201022 REVERSE LENGTH=1079,12231,21375,18488,12668,34786,38530,12336,4955,20265,1.65,0.72,0.2948,0.4126
AT1G37130.1,2,50.35,"| Symbols: NIA2, B29, NIA2-1, CHL3, NR, NR2, ATNR2 | nitrate reductase 2 | chr1:14158617-14161652 FORWARD LENGTH=917",16533,27738,21763,33451,42543,32569,163724,160419,186905,1.64,7.74,0.0355,0.0011
AT1G76080.1,3,79.28,"| Symbols: ATCDSP32, CDSP32 | chloroplastic drought-induced stress protein of 32 kD | chr1:28548063-28549348 REVERSE LENGTH=302",60452,36874,29860,70988,68558,69438,162615,167742,156955,1.64,3.83,0.0976,0.0029
AT1G08830.1;AT5G18100.1,2,97.43,| Symbols: CSD1 | copper/zinc superoxide dismutase 1 | chr1:2827700-2829053 FORWARD LENGTH=152,339629,276200,247045,434918,508779,472484,965645,965486,1007566,1.64,3.41,0.0070,0.0002
AT2G36580.1,1,22.32,| Symbols:  | Pyruvate kinase family protein | chr2:15339253-15342781 FORWARD LENGTH=527,995,483,0,897,1250,255,5841,4887,3976,1.63,9.95,0.4933,0.0052
AT1G64230.1,1,23.02,| Symbols: UBC28 | ubiquitin-conjugating enzyme 28 | chr1:23833792-23835220 FORWARD LENGTH=148,54925,27367,44372,71516,63516,70291,67568,59649,62393,1.62,1.50,0.0713,0.1109
AT3G17210.1,1,27.35,"| Symbols: ATHS1, HS1 | heat stable protein 1 | chr3:5882318-5882896 FORWARD LENGTH=109",34989,29539,21836,44599,52038,43059,96032,89138,97353,1.62,3.27,0.0231,0.0003
AT3G56310.1;AT3G56310.2,2,86.4,| Symbols:  | Melibiase family protein | chr3:20882886-20885745 FORWARD LENGTH=437,96667,35116,31591,94800,81839,85752,253185,234298,238058,1.61,4.44,0.2566,0.0087
AT5G16400.1,1,49.82,"| Symbols: TRXF2, ATF2 | thioredoxin F2 | chr5:5363905-5365249 REVERSE LENGTH=185",6048,20691,24919,26727,29287,26753,75390,82276,70342,1.60,4.41,0.2093,0.0021
AT1G80380.1,4,153.72,| Symbols:  | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:30217332-30219784 FORWARD LENGTH=362,531889,460642,492000,788924,809201,767880,1096756,1040704,1051466,1.59,2.15,0.0008,0.0000
